"date","chart_id","series_id","series_name","country","value","axis","unit","source","source_url","frequency","source_note"
"2023-03-01","ge_ifo_price_expectations","ifo_chemical_prices_de","IFO Chemical prices","Germany",-13.1,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-04-01","ge_ifo_price_expectations","ifo_chemical_prices_de","IFO Chemical prices","Germany",-23,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-03-01","ge_ifo_price_expectations","ifo_chemical_prices_de","IFO Chemical prices","Germany",31.8,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-04-29/more-companies-germany-planning-price-increases","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-04-01","ge_ifo_price_expectations","ifo_chemical_prices_de","IFO Chemical prices","Germany",61.7,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-04-29/more-companies-germany-planning-price-increases","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-03-01","ge_ifo_price_expectations","ifo_food_prices_de","IFO Food Prices","Germany",64.8,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-04-01","ge_ifo_price_expectations","ifo_food_prices_de","IFO Food Prices","Germany",69.9,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-05-01","ge_ifo_price_expectations","ifo_food_prices_de","IFO Food Prices","Germany",19.6,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-06-30/fewer-companies-germany-want-raise-their-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-06-01","ge_ifo_price_expectations","ifo_food_prices_de","IFO Food Prices","Germany",12.7,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-06-30/fewer-companies-germany-want-raise-their-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-03-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",17.7,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-04-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",12.4,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-02-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",13,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-03-30/companies-germany-planning-higher-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-03-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",21.1,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-04-29/more-companies-germany-planning-price-increases","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-04-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",34.4,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-05-29/price-pressure-eases-somewhat","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-05-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",31.6,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-06-30/fewer-companies-germany-want-raise-their-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-06-01","ge_ifo_price_expectations","ifo_mfg_prices_de","IFO Mfg prices","Germany",28.5,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-06-30/fewer-companies-germany-want-raise-their-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-03-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",43.2,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2023-04-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",36.3,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2023-04-27/fewer-and-fewer-german-companies-plan-increase-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-02-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",25.1,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-03-30/companies-germany-planning-higher-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-03-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",27.9,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-04-29/more-companies-germany-planning-price-increases","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-04-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",27.2,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-05-29/price-pressure-eases-somewhat","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-05-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",25,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-06-30/fewer-companies-germany-want-raise-their-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
"2026-06-01","ge_ifo_price_expectations","ifo_services_prices_de","IFO Services Prices","Germany",21.4,"left","balance","ifo Institute","https://www.ifo.de/en/facts/2026-06-30/fewer-companies-germany-want-raise-their-prices","monthly","Balance of companies planning price increases minus decreases; seasonally adjusted. Parsed from ifo monthly price-expectations releases."
